unit_category,tower_number,floor_area_sqft,size_segment,transaction_date,transaction_quarters,transaction_month,transaction_day,sale_price,price_segment,listing_status,client_id,client_type,date_of_birth,age,age_segment,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,buyers_type
Apartment,20,1268.45,Spacious,2025-04-01,2,April,Tuesday,404330.66,Mid-market,Sold,C0648,Individual,1999-03-02,27.0,Young Professionals,F,USA,California,Home,1.0,Yes,Website,Global Investors
Apartment,20,1268.45,Spacious,2025-04-01,2,April,Tuesday,367661.21,Mid-market,Sold,C0046,Individual,1964-09-24,61.0,Retirees,F,USA,California,Home,5.0,No,Client,Global Investors
Apartment,20,1587.57,Spacious,2025-04-01,2,April,Tuesday,555052.72,Premium,Available,,,,,,,,,,,,,
Apartment,20,1089.33,Standard,2025-04-01,2,April,Tuesday,333422.42,Mid-market,Available,,,,,,,,,,,,,
Apartment,20,1868.01,Spacious,2025-04-01,2,April,Tuesday,596267.69,Premium,Sold,C0764,Individual,1983-02-09,43.0,Peak Earners,F,UK,Northern Ireland,Investment,4.0,No,Client,First Time Buyers
Apartment,20,1868.01,Spacious,2025-04-01,2,April,Tuesday,555615.27,Premium,Available,,,,,,,,,,,,,
Apartment,20,1703.94,Spacious,2025-04-01,2,April,Tuesday,497713.05,Premium,Available,,,,,,,,,,,,,
Apartment,20,630.53,Compact,2025-04-01,2,April,Tuesday,178721.82,Budget,Sold,C0692,Individual,1964-03-14,62.0,Retirees,M,USA,Georgia,Investment,3.0,No,Agency,Corporate Buyers
Office,20,1499.47,Spacious,2025-04-01,2,April,Tuesday,517695.89,Premium,Sold,C0084,Individual,1948-02-23,78.0,Retirees,M,USA,Wyoming,Home,3.0,No,Agency,Luxury Investors
Apartment,20,1499.47,Spacious,2025-04-01,2,April,Tuesday,447756.59,Premium,Available,,,,,,,,,,,,,
Apartment,20,1697.49,Spacious,2025-04-01,2,April,Tuesday,443038.02,Premium,Available,,,,,,,,,,,,,
Office,20,590.12,Compact,2025-04-01,2,April,Tuesday,151178.64,Budget,Sold,C1656,Individual,1991-05-05,35.0,Peak Earners,M,Belgium,Wallonia,Investment,4.0,Yes,Website,First Time Buyers
Apartment,20,860.8,Standard,2025-04-01,2,April,Tuesday,245942.1,Budget,Available,,,,,,,,,,,,,
Office,20,1634.67,Spacious,2025-04-01,2,April,Tuesday,507216.3,Premium,Sold,C0842,Individual,1996-02-27,30.0,Young Professionals,M,USA,Washington,Home,5.0,Yes,Client,Luxury Investors
Apartment,20,589.61,Compact,2025-04-01,2,April,Tuesday,179336.56,Budget,Sold,C1382,Individual,1951-05-19,75.0,Retirees,M,USA,Oregon,Home,2.0,No,Website,Corporate Buyers
Office,1,410.71,Compact,2025-05-01,2,May,Thursday,117564.07,Budget,Sold,C0155,Company,1975-08-18,50.0,Peak Earners,M,USA,California,Investment,5.0,No,Agency,Global Investors
Apartment,1,756.21,Compact,2025-05-01,2,May,Thursday,206958.71,Budget,Sold,C0005,Company,1976-02-28,50.0,Peak Earners,M,USA,California,Investment,5.0,No,Website,Global Investors
Apartment,2,649.69,Compact,2025-05-01,2,May,Thursday,168834.04,Budget,Sold,C0009,Individual,1975-10-05,50.0,Peak Earners,M,USA,California,Investment,5.0,No,Agency,Global Investors
Apartment,2,723.93,Compact,2025-05-01,2,May,Thursday,228170.03,Budget,Sold,C0108,Individual,1958-12-20,67.0,Retirees,M,USA,California,Home,4.0,No,Agency,Global Investors
Apartment,2,649.8,Compact,2025-05-01,2,May,Thursday,205085.4,Budget,Sold,C0108,Individual,1958-12-20,67.0,Retirees,M,USA,California,Home,4.0,No,Agency,Global Investors
Apartment,2,1109.25,Standard,2025-05-01,2,May,Thursday,460001.26,Premium,Sold,C0067,Individual,1977-06-10,49.0,Peak Earners,M,USA,California,Home,2.0,No,Website,Global Investors
Apartment,3,743.41,Compact,2025-05-01,2,May,Thursday,205098.21,Budget,Sold,C0022,Individual,1966-09-14,59.0,Peak Earners,M,Germany,Berlin,Investment,5.0,No,Agency,First Time Buyers
Apartment,5,1058.25,Standard,2025-05-01,2,May,Thursday,264011.7,Budget,Available,,,,,,,,,,,,,
Apartment,5,1013.27,Standard,2025-05-01,2,May,Thursday,287996.53,Budget,Available,,,,,,,,,,,,,
Apartment,1,753.87,Compact,2025-05-01,2,May,Thursday,192382.99,Budget,Available,,,,,,,,,,,,,
Apartment,1,763.88,Compact,2025-05-01,2,May,Thursday,224101.03,Budget,Sold,C0632,Individual,1948-05-16,78.0,Retirees,M,UK,Northern Ireland,Home,4.0,No,Website,First Time Buyers
Apartment,1,1429.46,Spacious,2025-05-01,2,May,Thursday,425847.12,Mid-market,Sold,C1520,Individual,1945-12-05,80.0,Retirees,M,USA,Utah,Home,1.0,No,Website,Luxury Investors
Apartment,1,719.47,Compact,2025-05-01,2,May,Thursday,213970.0,Budget,Sold,C0145,Individual,1964-11-30,61.0,Retirees,F,USA,California,Home,4.0,No,Website,Global Investors
Apartment,1,765.0,Compact,2025-05-01,2,May,Thursday,227057.19,Budget,Sold,C0363,Individual,1959-01-25,67.0,Retirees,F,USA,Utah,Investment,2.0,No,Client,Corporate Buyers
Apartment,1,716.8499999999999,Compact,2025-05-01,2,May,Thursday,197556.99,Budget,Sold,C0104,Individual,1978-09-14,47.0,Peak Earners,M,USA,California,Home,5.0,No,Website,Global Investors
Apartment,1,773.1700000000001,Compact,2025-05-01,2,May,Thursday,213333.34,Budget,Sold,C0083,Individual,1938-10-29,87.0,Retirees,M,USA,California,Home,5.0,No,Website,Global Investors
Apartment,1,740.8299999999999,Compact,2025-05-01,2,May,Thursday,208869.86,Budget,Sold,C1573,Individual,1946-05-07,80.0,Retirees,F,USA,California,Home,1.0,No,Website,Global Investors
Apartment,1,1201.5,Spacious,2025-05-01,2,May,Thursday,333805.8,Mid-market,Available,,,,,,,,,,,,,
Apartment,1,1201.5,Spacious,2025-05-01,2,May,Thursday,354052.01,Mid-market,Sold,C0687,Individual,1959-01-03,67.0,Retirees,F,USA,Utah,Home,3.0,Yes,Website,Corporate Buyers
Apartment,1,725.12,Compact,2025-05-01,2,May,Thursday,239200.56,Budget,Sold,C0032,Individual,1966-08-11,59.0,Peak Earners,M,USA,California,Home,4.0,No,Website,Global Investors
Apartment,1,619.7800000000001,Compact,2025-05-01,2,May,Thursday,166744.56,Budget,Available,,,,,,,,,,,,,
Apartment,1,800.7700000000001,Standard,2025-05-01,2,May,Thursday,227545.66,Budget,Sold,C1368,Individual,1947-11-22,78.0,Retirees,M,USA,California,Home,5.0,Yes,Client,Global Investors
Office,1,1469.14,Spacious,2025-05-01,2,May,Thursday,528013.52,Premium,Available,,,,,,,,,,,,,
Apartment,1,771.08,Compact,2025-05-01,2,May,Thursday,287674.64,Budget,Available,,,,,,,,,,,,,
Apartment,1,1170.93,Standard,2025-05-01,2,May,Thursday,333101.77,Mid-market,Sold,C0247,Individual,1965-01-18,61.0,Retirees,M,USA,California,Home,1.0,No,Website,Global Investors
Apartment,2,788.72,Compact,2025-05-01,2,May,Thursday,263962.33,Budget,Sold,C1603,Individual,1962-09-07,63.0,Retirees,F,UK,England,Home,5.0,No,Website,First Time Buyers
Apartment,2,933.9499999999999,Standard,2025-05-01,2,May,Thursday,253388.7,Budget,Available,,,,,,,,,,,,,
Apartment,2,933.9499999999999,Standard,2025-05-01,2,May,Thursday,312262.95,Mid-market,Sold,C1657,Individual,1958-05-19,68.0,Retirees,M,USA,California,Home,2.0,No,Website,Global Investors
Apartment,2,933.9499999999999,Standard,2025-05-01,2,May,Thursday,265780.53,Budget,Sold,C1292,Individual,1977-05-22,49.0,Peak Earners,M,USA,Texas,Investment,5.0,Yes,Website,Corporate Buyers
Apartment,2,967.8399999999999,Standard,2025-05-01,2,May,Thursday,275527.07,Budget,Sold,C0841,Individual,1999-02-05,27.0,Young Professionals,M,Belgium,Wallonia,Home,5.0,No,Website,First Time Buyers
Office,2,967.8399999999999,Standard,2025-05-01,2,May,Thursday,263877.34,Budget,Sold,C0136,Individual,1973-09-15,52.0,Peak Earners,M,USA,California,Home,3.0,No,Website,Global Investors
Apartment,2,715.54,Compact,2025-05-01,2,May,Thursday,252468.08,Budget,Sold,C0538,Individual,1969-04-23,57.0,Peak Earners,M,USA,California,Home,1.0,Yes,Agency,Global Investors
Apartment,2,788.7900000000001,Compact,2025-05-01,2,May,Thursday,277290.5,Budget,Sold,C1498,Individual,1967-02-03,59.0,Peak Earners,F,Mexico,Puebla,Investment,5.0,No,Website,First Time Buyers
Office,2,1625.05,Spacious,2025-05-01,2,May,Thursday,395093.69,Mid-market,Sold,C1828,Individual,1991-11-15,34.0,Peak Earners,M,USA,California,Investment,2.0,Yes,Website,Luxury Investors
Apartment,2,1610.5,Spacious,2025-05-01,2,May,Thursday,481672.65,Premium,Sold,C0128,Company,1963-05-22,63.0,Retirees,M,USA,Nevada,Investment,5.0,Yes,Website,Luxury Investors
Office,2,795.52,Compact,2025-05-01,2,May,Thursday,278522.0,Budget,Sold,C0193,Individual,1968-08-09,57.0,Peak Earners,F,USA,California,Investment,4.0,Yes,Website,Global Investors
Office,2,727.55,Compact,2025-05-01,2,May,Thursday,218325.78,Budget,Sold,C1481,Company,1984-12-04,41.0,Peak Earners,F,USA,Arizona,Investment,3.0,No,Website,Corporate Buyers
Apartment,2,727.55,Compact,2025-05-01,2,May,Thursday,204717.2,Budget,Sold,C1491,Individual,1997-07-10,29.0,Young Professionals,F,USA,Georgia,Home,4.0,No,Agency,Corporate Buyers
Apartment,2,943.48,Standard,2025-05-01,2,May,Thursday,339365.18,Mid-market,Sold,C0255,Individual,1961-02-08,65.0,Retirees,F,UK,England,Investment,3.0,Yes,Client,First Time Buyers
Apartment,2,1577.79,Spacious,2025-05-01,2,May,Thursday,559717.96,Premium,Sold,C1821,Individual,1944-10-22,81.0,Retirees,M,USA,Nevada,Home,5.0,No,Website,Luxury Investors
Apartment,2,786.4499999999999,Compact,2025-05-01,2,May,Thursday,257788.12,Budget,Sold,C1715,Individual,1963-04-13,63.0,Retirees,F,USA,Florida,Home,3.0,Yes,Agency,Corporate Buyers
Apartment,2,786.4499999999999,Compact,2025-05-01,2,May,Thursday,293846.83,Mid-market,Sold,C0631,Individual,1966-12-11,59.0,Peak Earners,F,USA,California,Home,5.0,No,Website,Global Investors
Apartment,2,580.26,Compact,2025-05-01,2,May,Thursday,178180.61,Budget,Sold,C0232,Individual,1962-05-04,64.0,Retirees,F,USA,California,Home,3.0,Yes,Website,Global Investors
Apartment,2,579.26,Compact,2025-05-01,2,May,Thursday,149623.91,Budget,Sold,C1375,Individual,1972-11-22,53.0,Peak Earners,F,USA,California,Investment,4.0,Yes,Agency,Global Investors
Apartment,3,689.75,Compact,2025-05-01,2,May,Thursday,257295.13,Budget,Available,,,,,,,,,,,,,
Apartment,3,701.19,Compact,2025-05-01,2,May,Thursday,203257.42,Budget,Sold,C1397,Individual,1983-03-10,43.0,Peak Earners,F,USA,Nevada,Home,4.0,No,Website,Corporate Buyers
Apartment,3,784.09,Compact,2025-05-01,2,May,Thursday,217542.01,Budget,Sold,C0630,Individual,1965-07-28,61.0,Retirees,M,USA,California,Home,2.0,No,Website,Global Investors
Apartment,3,784.09,Compact,2025-05-01,2,May,Thursday,227403.28,Budget,Available,,,,,,,,,,,,,
Apartment,3,706.6800000000001,Compact,2025-05-01,2,May,Thursday,204218.36,Budget,Sold,C1619,Individual,1952-10-24,73.0,Retirees,M,Belgium,Wallonia,Home,2.0,No,Website,First Time Buyers
Apartment,3,802.97,Standard,2025-05-01,2,May,Thursday,248953.74,Budget,Available,,,,,,,,,,,,,
Apartment,3,1122.15,Standard,2025-05-01,2,May,Thursday,363901.47,Mid-market,Sold,C0405,Company,1969-12-25,56.0,Peak Earners,M,USA,Colorado,Home,1.0,No,Agency,Corporate Buyers
Apartment,3,776.04,Compact,2025-05-01,2,May,Thursday,239388.89,Budget,Sold,C0860,Individual,1968-07-09,58.0,Peak Earners,F,USA,Utah,Home,5.0,Yes,Website,Corporate Buyers
Apartment,3,777.8499999999999,Compact,2025-05-01,2,May,Thursday,219257.86,Budget,Sold,C0312,Individual,1941-01-14,85.0,Retirees,M,USA,Nevada,Home,3.0,Yes,Website,Corporate Buyers
Apartment,3,768.76,Compact,2025-05-01,2,May,Thursday,251749.52,Budget,Sold,C0992,Individual,1988-11-19,37.0,Peak Earners,M,Denmark,Capital Region,Home,1.0,Yes,Website,First Time Buyers
Apartment,3,925.48,Standard,2025-05-01,2,May,Thursday,271586.15,Budget,Sold,C0476,Individual,1997-04-05,29.0,Young Professionals,M,USA,Florida,Home,3.0,No,Agency,Corporate Buyers
Office,3,733.4499999999999,Compact,2025-05-01,2,May,Thursday,251482.95,Budget,Sold,C0026,Individual,1962-09-23,63.0,Retirees,M,USA,California,Investment,5.0,No,Website,Global Investors
Apartment,3,659.12,Compact,2025-05-01,2,May,Thursday,196469.4,Budget,Sold,C0898,Individual,1953-09-27,72.0,Retirees,F,USA,Arizona,Investment,5.0,Yes,Agency,Corporate Buyers
Apartment,3,1343.96,Spacious,2025-05-01,2,May,Thursday,395199.65,Mid-market,Available,,,,,,,,,,,,,
Apartment,3,1343.96,Spacious,2025-05-01,2,May,Thursday,378986.47,Mid-market,Sold,C0872,Individual,1943-06-22,83.0,Retirees,F,UK,England,Home,4.0,No,Website,First Time Buyers
Apartment,3,713.6700000000001,Compact,2025-05-01,2,May,Thursday,207652.43,Budget,Available,,,,,,,,,,,,,
Apartment,3,713.6700000000001,Compact,2025-05-01,2,May,Thursday,221898.05,Budget,Sold,C0095,Individual,1964-03-16,62.0,Retirees,M,USA,California,Home,3.0,Yes,Agency,Global Investors
Apartment,3,713.6700000000001,Compact,2025-05-01,2,May,Thursday,182601.13,Budget,Available,,,,,,,,,,,,,
Office,3,713.6700000000001,Compact,2025-05-01,2,May,Thursday,216692.83,Budget,Sold,C1237,Individual,1943-09-25,82.0,Retirees,F,UK,Wales,Investment,4.0,Yes,Website,First Time Buyers
Apartment,3,787.64,Compact,2025-05-01,2,May,Thursday,234267.9,Budget,Available,,,,,,,,,,,,,
Office,4,1615.98,Spacious,2025-05-01,2,May,Thursday,501520.52,Premium,Sold,C1964,Individual,1972-06-17,54.0,Peak Earners,M,USA,Virginia,Home,5.0,No,Agency,Luxury Investors
Office,4,783.03,Compact,2025-05-01,2,May,Thursday,246720.63,Budget,Sold,C0543,Individual,1947-07-23,79.0,Retirees,F,USA,Texas,Home,2.0,Yes,Website,Corporate Buyers
Apartment,4,1602.95,Spacious,2025-05-01,2,May,Thursday,445333.44,Premium,Sold,C1438,Individual,1988-08-04,37.0,Peak Earners,M,USA,California,Home,2.0,Yes,Agency,Luxury Investors
Apartment,4,786.3599999999999,Compact,2025-05-01,2,May,Thursday,222912.15,Budget,Sold,C0486,Individual,1999-09-16,26.0,Young Professionals,M,USA,California,Investment,2.0,Yes,Website,Global Investors
Apartment,4,780.6800000000001,Compact,2025-05-01,2,May,Thursday,234107.29,Budget,Sold,C1817,Individual,1944-07-28,82.0,Retirees,F,USA,Virginia,Home,1.0,No,Agency,Corporate Buyers
Apartment,4,1063.07,Standard,2025-05-01,2,May,Thursday,297965.35,Mid-market,Sold,C0350,Individual,1992-12-11,33.0,Peak Earners,M,USA,Arizona,Home,2.0,No,Agency,Corporate Buyers
Apartment,4,776.7900000000001,Compact,2025-05-01,2,May,Thursday,247342.01,Budget,Sold,C0876,Individual,1973-08-22,52.0,Peak Earners,M,USA,California,Home,3.0,No,Client,Global Investors
Apartment,4,1307.35,Spacious,2025-05-01,2,May,Thursday,409647.06,Mid-market,Sold,C1029,Individual,1949-11-06,76.0,Retirees,M,Australia,Victoria,Home,1.0,No,Agency,First Time Buyers
Office,4,1307.35,Spacious,2025-05-01,2,May,Thursday,403369.61,Mid-market,Available,,,,,,,,,,,,,
Apartment,4,734.73,Compact,2025-05-01,2,May,Thursday,246127.73,Budget,Available,,,,,,,,,,,,,
Apartment,4,743.73,Compact,2025-05-01,2,May,Thursday,227607.98,Budget,Available,,,,,,,,,,,,,
Apartment,4,780.74,Compact,2025-05-01,2,May,Thursday,243877.45,Budget,Sold,C0749,Individual,1992-11-26,33.0,Peak Earners,F,USA,New York,Home,5.0,No,Agency,Corporate Buyers
Apartment,4,799.6700000000001,Compact,2025-05-01,2,May,Thursday,236051.3,Budget,Sold,C0058,Company,1969-05-03,57.0,Peak Earners,F,USA,California,Investment,1.0,Yes,Website,Global Investors
Apartment,5,782.15,Compact,2025-05-01,2,May,Thursday,213915.0,Budget,Sold,C0945,Individual,1945-09-04,80.0,Retirees,F,France,Provence,Home,4.0,No,Website,First Time Buyers
Apartment,5,793.56,Compact,2025-05-01,2,May,Thursday,265768.77,Budget,Available,,,,,,,,,,,,,
Apartment,5,629.2700000000001,Compact,2025-05-01,2,May,Thursday,220388.67,Budget,Sold,C1530,Individual,1988-11-20,37.0,Peak Earners,F,USA,California,Home,2.0,No,Website,Global Investors
Apartment,5,787.5,Compact,2025-05-01,2,May,Thursday,261463.31,Budget,Available,,,,,,,,,,,,,
Apartment,5,1267.03,Spacious,2025-05-01,2,May,Thursday,374103.56,Mid-market,Sold,C1233,Individual,1979-08-05,46.0,Peak Earners,M,USA,Utah,Home,4.0,No,Website,Corporate Buyers
Apartment,5,1006.65,Standard,2025-05-01,2,May,Thursday,248569.02,Budget,Sold,C0577,Individual,1989-05-18,37.0,Peak Earners,M,USA,Arizona,Home,3.0,No,Website,Corporate Buyers
Apartment,5,1278.6,Spacious,2025-05-01,2,May,Thursday,408109.75,Mid-market,Available,,,,,,,,,,,,,
Apartment,5,1247.24,Spacious,2025-05-01,2,May,Thursday,329008.0,Mid-market,Sold,C1425,Individual,1971-12-16,54.0,Peak Earners,M,Belgium,Flanders,Home,3.0,No,Website,First Time Buyers
Apartment,5,1008.52,Standard,2025-05-01,2,May,Thursday,337197.82,Mid-market,Available,,,,,,,,,,,,,
Office,5,605.55,Compact,2025-05-01,2,May,Thursday,176582.96,Budget,Available,,,,,,,,,,,,,
Apartment,5,627.56,Compact,2025-05-01,2,May,Thursday,189545.13,Budget,Sold,C0052,Individual,1967-02-03,59.0,Peak Earners,F,USA,Oregon,Investment,2.0,No,Client,Corporate Buyers
Apartment,5,591.14,Compact,2025-05-01,2,May,Thursday,153072.85,Budget,Available,,,,,,,,,,,,,
Office,5,630.8299999999999,Compact,2025-05-01,2,May,Thursday,236306.88,Budget,Available,,,,,,,,,,,,,
Apartment,5,791.2,Compact,2025-05-01,2,May,Thursday,251971.56,Budget,Sold,C0984,Individual,1962-12-03,63.0,Retirees,M,Canada,British Columbia,Home,5.0,Yes,Agency,First Time Buyers
Apartment,5,802.72,Standard,2025-05-01,2,May,Thursday,229942.63,Budget,Sold,C1147,Individual,1978-02-09,48.0,Peak Earners,F,USA,Utah,Home,3.0,No,Website,Corporate Buyers
Apartment,5,1261.07,Spacious,2025-05-01,2,May,Thursday,340608.67,Mid-market,Sold,C0655,Individual,1950-05-19,76.0,Retirees,F,USA,Nevada,Home,1.0,Yes,Agency,Corporate Buyers
Apartment,5,1755.18,Spacious,2025-05-01,2,May,Thursday,448811.4,Premium,Available,,,,,,,,,,,,,
Apartment,6,951.22,Standard,2025-05-01,2,May,Thursday,311096.8,Mid-market,Sold,C1040,Individual,1940-04-05,86.0,Retirees,M,USA,California,Investment,5.0,Yes,Website,Global Investors
Apartment,6,1687.92,Spacious,2025-05-01,2,May,Thursday,510808.24,Premium,Sold,C1526,Individual,1956-08-05,69.0,Retirees,F,USA,California,Home,3.0,No,Website,Luxury Investors
Office,6,1897.17,Spacious,2025-05-01,2,May,Thursday,468592.51,Premium,Sold,C0009,Individual,1975-10-05,50.0,Peak Earners,M,USA,California,Investment,5.0,No,Agency,Luxury Investors
Apartment,6,1897.17,Spacious,2025-05-01,2,May,Thursday,565996.94,Premium,Sold,C1355,Individual,1966-11-22,59.0,Peak Earners,F,USA,California,Investment,2.0,Yes,Client,Luxury Investors
Apartment,6,1243.4,Spacious,2025-05-01,2,May,Thursday,349749.68,Mid-market,Available,,,,,,,,,,,,,
Apartment,6,1086.43,Standard,2025-05-01,2,May,Thursday,359202.38,Mid-market,Sold,C0877,Individual,1998-12-22,27.0,Young Professionals,F,USA,Utah,Investment,2.0,Yes,Agency,Corporate Buyers
Apartment,6,793.11,Compact,2025-05-01,2,May,Thursday,241805.57,Budget,Sold,C0346,Individual,1963-06-02,63.0,Retirees,F,USA,California,Home,5.0,No,Agency,Global Investors
Office,6,1353.81,Spacious,2025-05-01,2,May,Thursday,448817.69,Premium,Sold,C1306,Individual,1948-03-18,78.0,Retirees,F,USA,Washington,Home,5.0,No,Website,Luxury Investors
Office,6,463.91,Compact,2025-05-01,2,May,Thursday,149767.48,Budget,Sold,C1633,Individual,1977-07-03,49.0,Peak Earners,F,Canada,Ontario,Home,2.0,No,Website,First Time Buyers
Office,6,940.72,Standard,2025-05-01,2,May,Thursday,259855.15,Budget,Available,,,,,,,,,,,,,
Apartment,6,940.72,Standard,2025-05-01,2,May,Thursday,279865.7,Budget,Available,,,,,,,,,,,,,
Apartment,6,1408.23,Spacious,2025-05-01,2,May,Thursday,427534.07,Mid-market,Sold,C0817,Individual,1972-05-12,54.0,Peak Earners,F,USA,California,Investment,1.0,No,Website,Luxury Investors
Apartment,6,1170.96,Standard,2025-05-01,2,May,Thursday,306183.74,Mid-market,Sold,C0258,Individual,1991-04-15,35.0,Peak Earners,M,UK,Northern Ireland,Home,4.0,Yes,Agency,First Time Buyers
Apartment,7,759.04,Compact,2025-05-01,2,May,Thursday,260441.29,Budget,Sold,C0192,Individual,1984-02-04,42.0,Peak Earners,F,Belgium,Brussels,Investment,2.0,Yes,Website,First Time Buyers
Office,7,888.5,Standard,2025-05-01,2,May,Thursday,266544.05,Budget,Sold,C0195,Individual,1947-06-19,79.0,Retirees,M,USA,California,Home,2.0,Yes,Website,Global Investors
Apartment,7,602.92,Compact,2025-05-01,2,May,Thursday,190314.12,Budget,Sold,C0753,Individual,1960-12-22,65.0,Retirees,M,Germany,Hamburg,Home,5.0,No,Website,First Time Buyers
Office,7,703.2800000000001,Compact,2025-05-01,2,May,Thursday,231837.71,Budget,Available,,,,,,,,,,,,,
Apartment,7,703.2800000000001,Compact,2025-05-01,2,May,Thursday,204864.62,Budget,Available,,,,,,,,,,,,,
Office,7,751.07,Compact,2025-05-01,2,May,Thursday,195740.81,Budget,Sold,C1573,Individual,1946-05-07,80.0,Retirees,F,USA,California,Home,1.0,No,Website,Global Investors
Apartment,7,751.07,Compact,2025-05-01,2,May,Thursday,230306.24,Budget,Sold,C0344,Individual,1997-05-13,29.0,Young Professionals,M,Canada,British Columbia,Home,2.0,Yes,Website,First Time Buyers
Apartment,7,1914.21,Spacious,2025-05-01,2,May,Thursday,606086.6,Premium,Sold,C1094,Individual,1960-02-12,66.0,Retirees,F,USA,Washington,Home,2.0,Yes,Website,Luxury Investors
Apartment,7,441.65,Compact,2025-05-01,2,May,Thursday,126200.04,Budget,Sold,C0383,Company,1985-11-09,40.0,Peak Earners,F,Mexico,Mexico City,Investment,3.0,No,Agency,First Time Buyers
Office,7,1237.23,Spacious,2025-05-01,2,May,Thursday,368764.14,Mid-market,Available,,,,,,,,,,,,,
Apartment,7,1487.05,Spacious,2025-05-01,2,May,Thursday,455404.07,Premium,Sold,C1547,Individual,1975-04-03,51.0,Peak Earners,F,USA,Florida,Home,2.0,Yes,Agency,Luxury Investors
Apartment,7,613.21,Compact,2025-05-01,2,May,Thursday,187620.95,Budget,Available,,,,,,,,,,,,,
Apartment,7,1171.04,Standard,2025-05-01,2,May,Thursday,370830.27,Mid-market,Sold,C0177,Individual,1951-03-05,75.0,Retirees,F,UK,England,Home,5.0,Yes,Website,First Time Buyers
Office,7,1093.92,Standard,2025-05-01,2,May,Thursday,334197.72,Mid-market,Sold,C1795,Individual,1945-12-01,80.0,Retirees,M,USA,California,Home,5.0,Yes,Website,Global Investors
Apartment,7,1033.08,Standard,2025-05-01,2,May,Thursday,256543.63,Budget,Sold,C0076,Individual,1956-03-13,70.0,Retirees,M,USA,California,Home,5.0,No,Agency,Global Investors
Apartment,7,601.23,Compact,2025-05-01,2,May,Thursday,187791.7,Budget,Sold,C1668,Individual,1957-11-12,68.0,Retirees,M,Australia,Victoria,Home,5.0,No,Website,First Time Buyers
Apartment,7,1629.83,Spacious,2025-05-01,2,May,Thursday,524785.88,Premium,Sold,C1594,Individual,1969-10-24,56.0,Peak Earners,F,USA,Colorado,Home,2.0,No,Agency,Luxury Investors
Apartment,8,1097.36,Standard,2025-05-01,2,May,Thursday,340541.6,Mid-market,Sold,C0393,Individual,1988-06-08,38.0,Peak Earners,F,USA,Arizona,Home,4.0,No,Agency,Corporate Buyers
Apartment,8,1934.75,Spacious,2025-05-01,2,May,Thursday,595656.86,Premium,Available,,,,,,,,,,,,,
Apartment,8,887.23,Standard,2025-05-01,2,May,Thursday,243883.4,Budget,Sold,C0893,Individual,1995-06-23,31.0,Peak Earners,F,USA,Colorado,Home,3.0,Yes,Website,Corporate Buyers
Apartment,8,1552.34,Spacious,2025-05-01,2,May,Thursday,407657.44,Mid-market,Sold,C1283,Individual,1945-11-08,80.0,Retirees,F,USA,New York,Home,3.0,No,Agency,Luxury Investors
Apartment,8,424.09,Compact,2025-05-01,2,May,Thursday,152382.95,Budget,Available,,,,,,,,,,,,,
Apartment,8,1501.64,Spacious,2025-05-01,2,May,Thursday,409979.77,Mid-market,Sold,C1583,Individual,1968-01-03,58.0,Peak Earners,M,USA,California,Home,2.0,No,Agency,Luxury Investors
Apartment,8,1848.51,Spacious,2025-05-01,2,May,Thursday,577483.25,Premium,Sold,C1718,Individual,1995-01-06,31.0,Peak Earners,F,USA,California,Home,1.0,No,Website,Luxury Investors
Apartment,8,1070.46,Standard,2025-05-01,2,May,Thursday,299341.47,Mid-market,Available,,,,,,,,,,,,,
Office,8,1290.89,Spacious,2025-05-01,2,May,Thursday,381192.56,Mid-market,Sold,C1033,Individual,1962-06-21,64.0,Retirees,M,France,Ile-de-France,Home,2.0,No,Website,First Time Buyers
Apartment,8,610.26,Compact,2025-05-01,2,May,Thursday,159707.09,Budget,Available,,,,,,,,,,,,,
Office,8,1473.68,Spacious,2025-05-01,2,May,Thursday,439227.72,Mid-market,Sold,C0389,Individual,1954-11-18,71.0,Retirees,M,USA,Colorado,Home,3.0,No,Website,Luxury Investors
Office,8,1490.59,Spacious,2025-05-01,2,May,Thursday,488108.91,Premium,Sold,C1767,Individual,1978-05-21,48.0,Peak Earners,M,USA,Colorado,Home,3.0,No,Website,Luxury Investors
Apartment,8,1175.51,Standard,2025-05-01,2,May,Thursday,379740.64,Mid-market,Sold,C1075,Individual,1975-02-17,51.0,Peak Earners,F,Mexico,Baja California,Home,3.0,No,Website,First Time Buyers
Apartment,8,1300.05,Spacious,2025-05-01,2,May,Thursday,422703.93,Mid-market,Sold,C1397,Individual,1983-03-10,43.0,Peak Earners,F,USA,Nevada,Home,4.0,No,Website,Luxury Investors
Apartment,8,1874.7,Spacious,2025-05-01,2,May,Thursday,491384.8,Premium,Available,,,,,,,,,,,,,
Apartment,8,1949.35,Spacious,2025-05-01,2,May,Thursday,529541.23,Premium,Available,,,,,,,,,,,,,
Apartment,9,1139.87,Standard,2025-05-01,2,May,Thursday,408511.51,Mid-market,Sold,C0306,Individual,1988-04-05,38.0,Peak Earners,M,USA,California,Home,1.0,No,Client,Global Investors
Office,9,1416.81,Spacious,2025-05-01,2,May,Thursday,423694.55,Mid-market,Sold,C1683,Individual,1999-11-19,26.0,Young Professionals,F,USA,Oregon,Investment,1.0,No,Client,Luxury Investors
